Sample,Date,Actual,Predicted
380,2021-07-28,1.2563,1.253533
380,2021-07-29,1.2439,1.25471
381,2021-07-26,1.254,1.2516266
381,2021-07-27,1.2579,1.25287
381,2021-07-28,1.2563,1.2538365
381,2021-07-29,1.2439,1.2545232
381,2021-07-30,1.2466,1.2549351
382,2021-07-27,1.2579,1.2495116
382,2021-07-28,1.2563,1.2507739
382,2021-07-29,1.2439,1.2516298
382,2021-07-30,1.2466,1.2523475
382,2021-08-02,1.2501,1.2526114
383,2021-07-28,1.2563,1.2508008
383,2021-07-29,1.2439,1.251885
383,2021-07-30,1.2466,1.2524074
383,2021-08-02,1.2501,1.2532283
383,2021-08-03,1.255,1.2533047
384,2021-07-29,1.2439,1.251043
384,2021-07-30,1.2466,1.2520509
384,2021-08-02,1.2501,1.2525322
384,2021-08-03,1.255,1.2532945
384,2021-08-04,1.2551,1.2533908
385,2021-07-30,1.2466,1.2427428
385,2021-08-02,1.2501,1.2439718
385,2021-08-03,1.255,1.2453468
385,2021-08-04,1.2551,1.245651
385,2021-08-05,1.2487,1.2461904
386,2021-08-02,1.2501,1.2409786
386,2021-08-03,1.255,1.2420236
386,2021-08-04,1.2551,1.2430897
386,2021-08-05,1.2487,1.2436432
386,2021-08-06,1.2563,1.2438664
387,2021-08-03,1.255,1.2445112
387,2021-08-04,1.2551,1.2453188
387,2021-08-05,1.2487,1.2455643
387,2021-08-06,1.2563,1.246543
387,2021-08-09,1.2571,1.2463094
388,2021-08-04,1.2551,1.249721
388,2021-08-05,1.2487,1.2503691
388,2021-08-06,1.2563,1.2500923
388,2021-08-09,1.2571,1.2512196
388,2021-08-10,1.2531,1.2508086
389,2021-08-05,1.2487,1.2514468
389,2021-08-06,1.2563,1.252103
389,2021-08-09,1.2571,1.2521594
389,2021-08-10,1.2531,1.2530179
389,2021-08-11,1.2513,1.2528498
390,2021-08-06,1.2563,1.2467042
390,2021-08-09,1.2571,1.2475914
390,2021-08-10,1.2531,1.2485638
390,2021-08-11,1.2513,1.2489507
390,2021-08-12,1.2518,1.2492794
391,2021-08-09,1.2571,1.2500528
391,2021-08-10,1.2531,1.2507681
391,2021-08-11,1.2513,1.2513098
391,2021-08-12,1.2518,1.2519845
