DATE,DEXCAUS,SP500,TSX,Gold,ED,month,year,day,year_month,BCPI,IR,PPI,M1,M3,Oil,Unemployment,IndProd,PPP
2011-03-15,0.9831,1281.87,13547.0,1407.0,0.31,3,2011,15,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-16,0.9921,1256.88,13524.799805,1398.5,0.31,3,2011,16,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-17,0.9886,1273.72,13746.200195,1403.5,0.31,3,2011,17,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-18,0.9846,1279.21,13789.599609,1415.5,0.31,3,2011,18,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-21,0.9772,1298.38,14013.700195,1427.75,0.31,3,2011,21,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-22,0.9769,1293.77,14000.0,1425.5,0.31,3,2011,22,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-23,0.982,1297.54,14087.200195,1433.0,0.31,3,2011,23,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-24,0.9748,1309.66,14029.400391,1441.25,0.31,3,2011,24,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-25,0.9779,1313.8,14039.400391,1434.0,0.31,3,2011,25,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-28,0.9757,1310.19,13892.700195,1420.0,0.31,3,2011,28,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-29,0.9758,1319.44,13930.400391,1414.0,0.31,3,2011,29,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-30,0.9715,1328.26,14083.599609,1419.0,0.3,3,2011,30,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-03-31,0.9717,1325.83,14116.099609,1431.0,0.3,3,2011,31,20113,685.54,1.183913,96.55908,70.98198,74.1172,102.94,7.7,94.42216,1.239904
2011-04-01,0.9629,1332.41,14130.200195,1434.5,0.3,4,2011,1,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-04,0.9677,1332.87,14218.400391,1432.5,0.3,4,2011,4,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-05,0.9635,1332.63,14270.5,1434.5,0.29,4,2011,5,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-06,0.9587,1335.54,14202.700195,1457.0,0.29,4,2011,6,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-07,0.9593,1333.51,14107.799805,1456.5,0.29,4,2011,7,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-08,0.9564,1328.17,14208.400391,1470.5,0.29,4,2011,8,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-11,0.9547,1324.46,13996.900391,1469.5,0.28,4,2011,11,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-12,0.9624,1314.16,13801.400391,1461.25,0.28,4,2011,12,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-13,0.9638,1314.41,13833.599609,1458.0,0.28,4,2011,13,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-14,0.9626,1314.52,13821.799805,1457.5,0.28,4,2011,14,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-15,0.9615,1319.68,13799.099609,1472.5,0.27,4,2011,15,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-18,0.9689,1305.14,13702.299805,1484.5,0.27,4,2011,18,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-19,0.9572,1312.62,13736.799805,1495.0,0.27,4,2011,19,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-20,0.9523,1330.36,13897.5,1505.0,0.27,4,2011,20,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-21,0.9518,1337.38,13972.0,1507.0,0.27,4,2011,21,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-22,0.9535,1337.38,13972.0,1507.0,0.27,4,2011,22,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-25,0.9541,1335.25,13907.299805,1507.0,0.27,4,2011,25,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-26,0.9508,1347.24,13909.099609,1505.0,0.27,4,2011,26,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-27,0.955,1355.66,13892.599609,1508.0,0.27,4,2011,27,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-28,0.9513,1360.48,13894.400391,1531.0,0.27,4,2011,28,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-04-29,0.9486,1363.61,13944.799805,1531.0,0.27,4,2011,29,20114,721.83,1.184,97.51934,71.11139,74.65183,110.04,7.7,94.47925,1.239904
2011-05-02,0.9492,1361.22,13934.5,1531.0,0.27,5,2011,2,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-03,0.9489,1356.62,13692.400391,1546.5,0.27,5,2011,3,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-04,0.9579,1347.32,13611.299805,1536.0,0.27,5,2011,4,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-05,0.9667,1335.1,13455.400391,1514.5,0.27,5,2011,5,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-06,0.9616,1340.2,13566.599609,1487.75,0.27,5,2011,6,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-09,0.966,1346.29,13677.099609,1505.0,0.27,5,2011,9,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-10,0.9611,1357.16,13642.099609,1517.25,0.26,5,2011,10,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-11,0.9581,1342.08,13419.700195,1524.5,0.26,5,2011,11,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-12,0.9656,1348.65,13389.400391,1488.25,0.26,5,2011,12,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-13,0.9708,1337.77,13377.200195,1511.0,0.26,5,2011,13,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-16,0.9701,1329.47,13391.400391,1495.0,0.26,5,2011,16,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-17,0.9772,1328.98,13441.099609,1495.5,0.26,5,2011,17,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-18,0.9722,1340.68,13607.299805,1491.25,0.26,5,2011,18,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-19,0.9703,1343.6,13625.099609,1488.75,0.26,5,2011,19,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-20,0.9735,1333.27,13652.299805,1502.75,0.26,5,2011,20,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-23,0.9791,1317.37,13652.299805,1508.5,0.26,5,2011,23,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-24,0.9773,1316.28,13595.099609,1520.75,0.26,5,2011,24,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-25,0.9765,1320.47,13751.5,1527.0,0.25,5,2011,25,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-26,0.9809,1325.69,13775.900391,1521.5,0.25,5,2011,26,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-27,0.9771,1331.1,13797.599609,1525.0,0.25,5,2011,27,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-05-31,0.9688,1345.2,13802.900391,1537.0,0.25,5,2011,31,20115,684.39,1.187143,97.09256,71.47537,74.84362,101.33,7.6,94.27256,1.239904
2011-06-01,0.9713,1314.55,13527.900391,1532.25,0.25,6,2011,1,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-02,0.9794,1312.94,13519.5,1540.75,0.25,6,2011,2,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-03,0.9768,1300.16,13517.900391,1531.0,0.25,6,2011,3,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-06,0.9784,1286.17,13318.700195,1542.75,0.25,6,2011,6,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-07,0.9743,1284.94,13282.900391,1548.4,0.25,6,2011,7,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-08,0.9778,1279.56,13183.799805,1535.5,0.25,6,2011,8,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-09,0.9732,1289.0,13255.700195,1534.0,0.25,6,2011,9,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-10,0.9769,1270.98,13084.0,1541.0,0.25,6,2011,10,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-13,0.9778,1271.83,12939.700195,1524.7,0.25,6,2011,13,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-14,0.9684,1287.87,13097.799805,1519.0,0.25,6,2011,14,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-15,0.9778,1265.42,12972.0,1517.75,0.25,6,2011,15,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-16,0.9842,1267.64,12853.099609,1525.0,0.25,6,2011,16,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-17,0.9797,1271.5,12790.0,1526.25,0.25,6,2011,17,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-20,0.9785,1278.36,12857.700195,1537.0,0.25,6,2011,20,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-21,0.9722,1295.52,13063.299805,1543.0,0.25,6,2011,21,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-22,0.9725,1287.14,13060.599609,1546.0,0.25,6,2011,22,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-23,0.98,1283.5,12979.599609,1541.5,0.25,6,2011,23,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-24,0.9847,1268.45,12908.900391,1521.0,0.25,6,2011,24,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-27,0.9859,1280.1,12966.5,1501.0,0.25,6,2011,27,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-28,0.9819,1296.67,13105.0,1502.5,0.25,6,2011,28,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-29,0.9703,1307.41,13188.900391,1506.0,0.25,6,2011,29,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-06-30,0.9642,1320.64,13300.900391,1508.0,0.25,6,2011,30,20116,668.52,1.169545,97.09256,72.12624,75.23924,96.29,7.6,94.2863,1.239904
2011-07-01,0.9608,1339.67,13300.900391,1492.75,0.25,7,2011,1,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-05,0.9608,1337.88,13425.299805,1498.75,0.25,7,2011,5,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-06,0.9656,1339.22,13403.099609,1515.8,0.25,7,2011,6,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-07,0.9585,1353.22,13406.0,1526.25,0.25,7,2011,7,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-08,0.9627,1343.8,13371.700195,1526.0,0.25,7,2011,8,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-11,0.9663,1319.49,13179.799805,1543.5,0.25,7,2011,11,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-12,0.9667,1313.64,13234.099609,1544.5,0.25,7,2011,12,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-13,0.9582,1317.72,13324.900391,1571.5,0.25,7,2011,13,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-14,0.9584,1308.87,13252.900391,1592.5,0.25,7,2011,14,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-15,0.9542,1316.14,13299.5,1578.5,0.25,7,2011,15,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-18,0.9616,1305.44,13254.099609,1598.25,0.25,7,2011,18,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-19,0.9505,1326.73,13332.900391,1602.0,0.25,7,2011,19,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-20,0.9479,1325.84,13340.799805,1584.25,0.25,7,2011,20,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-21,0.9449,1343.8,13434.299805,1600.5,0.25,7,2011,21,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-22,0.95,1345.02,13494.599609,1588.0,0.25,7,2011,22,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-25,0.9448,1337.43,13436.0,1618.5,0.25,7,2011,25,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-26,0.9448,1331.94,13300.599609,1610.0,0.25,7,2011,26,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-27,0.9474,1304.89,13032.700195,1621.0,0.25,7,2011,27,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-28,0.9483,1300.67,13047.799805,1617.5,0.25,7,2011,28,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-07-29,0.9539,1292.28,12945.599609,1613.75,0.26,7,2011,29,20117,681.53,1.17,97.09256,72.5918,75.43388,97.19,7.3,95.72094,1.239904
2011-08-01,0.9593,1286.94,12945.599609,1613.5,0.26,8,2011,1,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-02,0.9577,1254.05,12752.299805,1624.0,0.26,8,2011,2,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-03,0.9632,1260.34,12816.0,1667.5,0.27,8,2011,3,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-04,0.9765,1200.07,12380.099609,1664.25,0.27,8,2011,4,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-05,0.9843,1199.38,12162.200195,1665.0,0.27,8,2011,5,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-08,0.9889,1119.46,11671.0,1709.75,0.27,8,2011,8,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-09,0.9893,1172.53,12109.299805,1770.0,0.28,8,2011,9,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-10,0.9909,1120.76,12198.900391,1753.75,0.28,8,2011,10,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-11,0.9891,1172.64,12539.799805,1786.0,0.29,8,2011,11,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-12,0.9879,1178.81,12542.200195,1755.0,0.29,8,2011,12,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-15,0.9838,1204.49,12683.599609,1738.0,0.29,8,2011,15,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-16,0.9816,1192.76,12530.700195,1779.0,0.29,8,2011,16,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-17,0.9818,1193.89,12579.599609,1792.0,0.3,8,2011,17,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-18,0.9899,1140.65,12186.700195,1794.5,0.3,8,2011,18,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-19,0.9848,1123.53,12007.5,1862.0,0.3,8,2011,19,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-22,0.9901,1123.82,12068.400391,1877.75,0.31,8,2011,22,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-23,0.9876,1162.35,12338.299805,1886.5,0.31,8,2011,23,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-24,0.9878,1177.6,12343.799805,1850.0,0.31,8,2011,24,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-25,0.9842,1159.27,12284.299805,1716.5,0.32,8,2011,25,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-26,0.9854,1176.8,12327.5,1787.0,0.32,8,2011,26,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-29,0.9778,1210.08,12504.900391,1787.0,0.32,8,2011,29,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-30,0.9791,1212.92,12634.700195,1791.0,0.33,8,2011,30,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-08-31,0.9783,1218.89,12768.700195,1826.0,0.33,8,2011,31,20118,643.12,1.151818,97.83942,72.97356,76.3175,86.33,7.3,95.76957,1.239904
2011-09-01,0.9751,1204.42,12700.700195,1815.5,0.33,9,2011,1,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-02,0.9815,1173.97,12602.400391,1854.0,0.33,9,2011,2,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-06,0.9908,1165.24,12518.5,1891.0,0.34,9,2011,6,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-07,0.9882,1198.62,12720.599609,1844.0,0.34,9,2011,7,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-08,0.9856,1185.9,12684.0,1827.0,0.34,9,2011,8,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-09,0.997,1154.23,12387.5,1879.5,0.34,9,2011,9,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-12,0.9957,1162.27,12148.799805,1843.0,0.34,9,2011,12,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-13,0.9901,1172.87,12205.5,1806.0,0.35,9,2011,13,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-14,0.9913,1188.68,12293.400391,1829.0,0.35,9,2011,14,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-15,0.9867,1209.11,12424.799805,1806.0,0.35,9,2011,15,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-16,0.9813,1216.01,12263.700195,1778.0,0.35,9,2011,16,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-19,0.9897,1204.09,12172.0,1817.0,0.35,9,2011,19,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-20,0.9922,1202.09,12209.900391,1792.0,0.36,9,2011,20,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-21,0.9985,1166.76,11955.0,1810.25,0.36,9,2011,21,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-22,1.0327,1129.56,11562.5,1765.5,0.36,9,2011,22,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-23,1.028,1136.43,11462.900391,1730.0,0.36,9,2011,23,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-26,1.0338,1162.95,11707.200195,1615.0,0.36,9,2011,26,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-27,1.019,1175.38,11821.099609,1671.0,0.37,9,2011,27,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-28,1.0226,1151.06,11585.900391,1655.0,0.37,9,2011,28,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-29,1.0338,1160.4,11686.299805,1620.0,0.37,9,2011,29,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-09-30,1.0389,1131.42,11623.799805,1629.0,0.37,9,2011,30,20119,637.47,1.15,98.2662,74.67483,77.23937,85.61,7.4,96.49587,1.239904
2011-10-03,1.044,1099.23,11251.799805,1660.0,0.38,10,2011,3,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-04,1.0605,1123.95,11177.900391,1672.0,0.38,10,2011,4,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-05,1.0448,1144.03,11457.200195,1600.0,0.38,10,2011,5,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-06,1.0431,1164.97,11780.099609,1649.5,0.39,10,2011,6,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-07,1.0326,1155.46,11588.400391,1651.0,0.39,10,2011,7,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-11,1.0287,1195.54,11875.599609,1662.0,0.4,10,2011,11,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-12,1.0163,1207.25,12030.0,1687.0,0.4,10,2011,12,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-13,1.0238,1203.66,11911.900391,1673.0,0.4,10,2011,13,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-14,1.0148,1224.58,12081.700195,1676.0,0.4,10,2011,14,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-17,1.0153,1200.86,11923.0,1689.0,0.41,10,2011,17,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-18,1.0165,1225.38,12053.099609,1658.0,0.41,10,2011,18,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-19,1.0136,1209.88,11849.5,1651.0,0.41,10,2011,19,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-20,1.0216,1215.39,11830.299805,1629.0,0.42,10,2011,20,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-21,1.009,1238.25,11949.5,1623.0,0.42,10,2011,21,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-24,1.004,1254.19,12162.299805,1651.0,0.42,10,2011,24,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-25,1.0143,1229.05,12109.799805,1656.25,0.42,10,2011,25,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-26,1.01,1242.0,12186.099609,1713.0,0.42,10,2011,26,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-27,0.9942,1284.59,12465.400391,1708.0,0.43,10,2011,27,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-28,0.9957,1285.09,12519.5,1735.0,0.43,10,2011,28,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-10-31,0.9932,1253.3,12252.099609,1718.0,0.43,10,2011,31,201110,623.91,1.1515,97.62603,75.38259,77.17057,86.41,7.4,96.74643,1.239904
2011-11-01,1.02,1218.28,12115.099609,1702.0,0.43,11,2011,1,201111,650.74,1.159524,97.94612,75.45574,77.6,97.21,7.6,97.17091,1.239904
2011-11-02,1.0125,1237.9,12241.799805,1731.0,0.43,11,2011,2,201111,650.74,1.159524,97.94612,75.45574,77.6,97.21,7.6,97.17091,1.239904
2011-11-03,1.0128,1261.15,12468.400391,1732.5,0.44,11,2011,3,201111,650.74,1.159524,97.94612,75.45574,77.6,97.21,7.6,97.17091,1.239904
2011-11-04,1.0179,1253.23,12408.299805,1756.0,0.44,11,2011,4,201111,650.74,1.159524,97.94612,75.45574,77.6,97.21,7.6,97.17091,1.239904
2011-11-07,1.0173,1261.12,12462.0,1764.0,0.44,11,2011,7,201111,650.74,1.159524,97.94612,75.45574,77.6,97.21,7.6,97.17091,1.239904
2011-11-08,1.0139,1275.92,12488.900391,1794.0,0.44,11,2011,8,201111,650.74,1.159524,97.94612,75.45574,77.6,97.21,7.6,97.17091,1.239904
